Transaction_ID,Date,Customer_ID,Customer_Name,County,Eircode,Product_ID,Product_Category,Unit_Price_EUR,Quantity,VAT_Rate,Total_Amount_EUR,Payment_Method
IE-TXN-008488,01/04/2024,CUST-0896,Michaela O'Hara-Roach,Kerry,T325W11,PROD-0047,Groceries,29.43,10,23%,361.99,Revolut
IE-TXN-008489,02/06/2025,CUST-0059,Amber Gray,Kildare,P5864WR,PROD-0040,Home Decor,260.71,2,23%,641.35,Visa
IE-TXN-008490,16/01/2023,CUST-0754,Dr. Emer Goulding,Sligo,V76 CRKD,PROD-0070,Beverages,448.15,3,23%,1653.67,Apple Pay
IE-TXN-008491,13/01/2023,CUST-0287,Dennis Cloonan,Down,C09 6V8P,PROD-0084,Electronics,232.51,9,23%,2573.89,Apple Pay
IE-TXN-008492,07/04/2023,CUST-0578,Damien McKeogh,Tyrone,P39 FN37,PROD-0025,Groceries,103.63,8,23%,1019.72,Apple Pay
IE-TXN-008493,01/06/2023,CUST-0815,Benn Currie,Cork,X06 FRWY,PROD-0071,Groceries,61.33,7,23%,528.05,Revolut
IE-TXN-008494,06/05/2024,CUST-0205,Mr. Russell Gloster,Antrim,A39R755,PROD-0053,Home Decor,351.89,3,23%,1298.47,Revolut
IE-TXN-008495,11/10/2024,CUST-0358,Ms. Cailin Lucid,Down,X70 W959,PROD-0053,Home Decor,351.89,7,23%,3029.77,Visa
IE-TXN-008496,15/06/2024,CUST-0035,Ms. Seanan Beggs,Monaghan,A443T24,PROD-0024,Health & Beauty,95.77,10,23%,1177.97,Mastercard
IE-TXN-008497,27/10/2024,CUST-0793,Curtis McCrea,Limerick,V38 033D,PROD-0001,Electronics,240.48,3,23%,887.37,Revolut
IE-TXN-008498,07/05/2023,CUST-0174,Maureen Helen,Fermanagh,Y84KYP1,PROD-0011,Beverages,64.59,10,23%,794.46,Google Pay
IE-TXN-008499,20/03/2023,CUST-0781,Jonathon O'Brown,Laois,D23YFF5,PROD-0041,Health & Beauty,73.36,10,23%,902.33,Mastercard
IE-TXN-008500,19/03/2023,CUST-0413,Lindsay Culligan,Sligo,P626VVY,PROD-0091,Home Decor,287.8,4,23%,1415.98,Google Pay
IE-TXN-008501,04/10/2023,CUST-0592,Miss Dawn O'Keeffe,Fermanagh,F68ND8K,PROD-0049,Clothing,379.57,4,23%,1867.48,Apple Pay
IE-TXN-008502,28/12/2025,CUST-0447,Dr. Alexander Carry,Tipperary,P20 F80W,PROD-0095,Health & Beauty,320.05,4,23%,1574.65,Revolut
IE-TXN-008503,21/12/2024,CUST-0673,Geoffrey Caldwell-Hutchinson,Tyrone,R84 6XAD,PROD-0015,Clothing,244.23,4,23%,1201.61,Visa
IE-TXN-008504,20/12/2023,CUST-0484,Dr. Vanessa Matthews,Cavan,D75NF5C,PROD-0010,Beverages,169.94,1,23%,209.03,Mastercard
IE-TXN-008505,29/04/2024,CUST-0889,Stuart Thompson-O'Hagan,Mayo,R60V8F9,PROD-0011,Beverages,64.59,3,23%,238.34,Visa
IE-TXN-008506,01/06/2024,CUST-0238,Seanna Simmonds-Ruddy,Armagh,H00V8P5,PROD-0031,Groceries,31.19,5,23%,191.82,Apple Pay
IE-TXN-008507,08/04/2023,CUST-0835,Lyndsey Nulty,Mayo,K65 A521,PROD-0063,Home Decor,91.48,1,23%,112.52,Visa
IE-TXN-008508,13/11/2024,CUST-0744,Conrad MacCartan,Monaghan,K66 9XN9,PROD-0035,Clothing,84.97,4,23%,418.05,Mastercard
IE-TXN-008509,16/05/2025,CUST-0535,Niamh McElroe,Cork,D55 59NE,PROD-0088,Beverages,344.15,10,23%,4233.05,Apple Pay
IE-TXN-008510,04/02/2025,CUST-0215,Dr. Tiarnan Grahams,Waterford,P03 XH3C,PROD-0099,Groceries,214.14,2,23%,526.78,Visa
IE-TXN-008511,23/07/2024,CUST-0628,Claire McRann,Wicklow,H86A1DE,PROD-0092,Groceries,294.39,8,23%,2896.8,Apple Pay
IE-TXN-008512,09/10/2024,CUST-0326,Ian Menton,Meath,X77 484R,PROD-0032,Electronics,9.19,5,23%,56.52,Google Pay
IE-TXN-008513,25/05/2023,CUST-0681,Orlaith Haren,Antrim,D58 VE3C,PROD-0025,Groceries,103.63,2,23%,254.93,Google Pay
IE-TXN-008514,20/12/2025,CUST-0900,Cliodhna McCallion,Clare,N03Y00Y,PROD-0029,Groceries,102.61,5,23%,631.05,Revolut
IE-TXN-008515,28/10/2023,CUST-0212,Dr. Hayleigh MacInnes,Donegal,D55KAFN,PROD-0062,Groceries,326.68,9,23%,3616.35,Revolut
IE-TXN-008516,20/12/2024,CUST-0115,Daire Curneen,Fermanagh,R99DWP2,PROD-0098,Clothing,75.39,3,23%,278.19,Visa
IE-TXN-008517,23/04/2023,CUST-0727,Sarah-Jane Tolan,Kerry,C16EPV4,PROD-0052,Groceries,309.93,6,23%,2287.28,Revolut
IE-TXN-008518,14/10/2025,CUST-0906,Aideen Fenning,Longford,X77 X6P3,PROD-0050,Clothing,51.94,5,23%,319.43,Revolut
IE-TXN-008519,06/08/2024,CUST-0240,Mitchel Sheil,Laois,K83 9295,PROD-0045,Health & Beauty,201.53,1,23%,247.88,Revolut
IE-TXN-008520,24/01/2023,CUST-0311,Fergus Beatty,Tipperary,X40 C1KT,PROD-0053,Home Decor,351.89,4,23%,1731.3,Visa
IE-TXN-008521,18/08/2025,CUST-0397,Logan Fannon,Galway,C80 8Y89,PROD-0032,Electronics,9.19,4,23%,45.21,Visa
IE-TXN-008522,12/02/2023,CUST-0138,Mrs. Brittany Derrig,Kilkenny,C44HDFC,PROD-0064,Beverages,318.75,8,23%,3136.5,Visa
IE-TXN-008523,28/05/2023,CUST-0726,Rosemary Gogarty,Monaghan,E272C42,PROD-0050,Clothing,51.94,9,23%,574.98,Google Pay
IE-TXN-008524,20/02/2023,CUST-0907,Oliver Harley,Donegal,X97C51C,PROD-0077,Home Decor,44.18,10,23%,543.41,Visa
IE-TXN-008525,11/10/2023,CUST-0096,Enda Cosgrove,Wexford,Y10 DV5K,PROD-0099,Groceries,214.14,10,23%,2633.92,Revolut
IE-TXN-008526,05/05/2023,CUST-0033,Mrs. Teresa Fitzmartin,Westmeath,D73N6YH,PROD-0060,Home Decor,78.16,8,23%,769.09,Revolut
IE-TXN-008527,08/07/2025,CUST-0873,Mr. Aaron Maginn,Laois,A34 1E06,PROD-0049,Clothing,379.57,3,23%,1400.61,Revolut
IE-TXN-008528,08/04/2023,CUST-0972,Darragh Leech,Longford,Y94 XH1T,PROD-0009,Health & Beauty,68.26,1,23%,83.96,Mastercard
IE-TXN-008529,17/08/2024,CUST-0631,Cortney MacNaboola,Leitrim,D41X45X,PROD-0028,Groceries,198.98,6,23%,1468.47,Google Pay
IE-TXN-008530,04/02/2025,CUST-0356,Susan Mulrain,Wicklow,R32N8E1,PROD-0052,Groceries,309.93,8,23%,3049.71,Mastercard
IE-TXN-008531,25/08/2025,CUST-0625,Curtis Lord,Offaly,W12FRT6,PROD-0010,Beverages,169.94,3,23%,627.08,Apple Pay
IE-TXN-008532,10/04/2024,CUST-0491,Eilis Beal-Mee,Antrim,T44XR31,PROD-0066,Home Decor,25.63,5,23%,157.62,Revolut
IE-TXN-008533,18/03/2023,CUST-0172,Dr. Fionntan Fay,Leitrim,T55PK27,PROD-0056,Home Decor,154.53,10,23%,1900.72,Google Pay
IE-TXN-008534,18/03/2025,CUST-0025,Amy Wallace,Roscommon,V80 14YR,PROD-0051,Groceries,464.13,7,23%,3996.16,Google Pay
IE-TXN-008535,02/09/2023,CUST-0068,Dr. Don Melia,Laois,X33 4V3N,PROD-0030,Clothing,385.92,9,23%,4272.13,Mastercard
IE-TXN-008536,27/10/2023,CUST-0572,Lynsey Deehan,Sligo,P71RNCP,PROD-0013,Beverages,202.12,1,23%,248.61,Apple Pay
IE-TXN-008537,12/03/2024,CUST-0525,Caragh Delahunty,Clare,N623P4X,PROD-0060,Home Decor,78.16,2,23%,192.27,Visa
IE-TXN-008538,29/03/2023,CUST-0793,Curtis McCrea,Limerick,V38 033D,PROD-0087,Home Decor,468.0,7,23%,4029.48,Revolut
IE-TXN-008539,31/05/2024,CUST-0915,Elisha Kelly,Limerick,D16 K9V2,PROD-0018,Beverages,194.3,10,23%,2389.89,Mastercard
IE-TXN-008540,25/12/2023,CUST-0313,Carter Fennessey,Longford,V0974XR,PROD-0055,Home Decor,161.99,1,23%,199.25,Revolut
IE-TXN-008541,09/02/2023,CUST-0070,Nicola Guilfoyle,Kerry,Y85NNDE,PROD-0066,Home Decor,25.63,3,23%,94.57,Mastercard
IE-TXN-008542,07/12/2025,CUST-0305,David Dever,Dublin,K75F49F,PROD-0022,Home Decor,490.8,2,23%,1207.37,Revolut
IE-TXN-008543,19/09/2024,CUST-0011,Finbar Kilgallon,Carlow,X8498TY,PROD-0098,Clothing,75.39,8,23%,741.84,Revolut
IE-TXN-008544,26/08/2025,CUST-0929,Ms. Marie-Claire Carleton,Wicklow,R67 P9NC,PROD-0040,Home Decor,260.71,7,23%,2244.71,Visa
IE-TXN-008545,04/12/2023,CUST-0258,Mrs. Janice Shannon,Limerick,N89PC1A,PROD-0041,Health & Beauty,73.36,7,23%,631.63,Google Pay
IE-TXN-008546,10/08/2025,CUST-0355,Amy-Leigh McCreanor,Kerry,W64X7HV,PROD-0076,Clothing,290.4,2,23%,714.38,Apple Pay
IE-TXN-008547,13/04/2023,CUST-0562,Daniel McGauran,Tyrone,D83 CADT,PROD-0007,Home Decor,176.15,9,23%,1949.98,Mastercard
IE-TXN-008548,04/07/2024,CUST-0800,Max Conlan,Fermanagh,P78485A,PROD-0058,Electronics,283.69,10,23%,3489.39,Mastercard
IE-TXN-008549,20/04/2025,CUST-0337,Dr. Saskia Doyle,Offaly,V67 WED0,PROD-0098,Clothing,75.39,8,23%,741.84,Revolut
IE-TXN-008550,09/02/2023,CUST-0915,Elisha Kelly,Limerick,D16 K9V2,PROD-0044,Electronics,333.0,8,23%,3276.72,Revolut
IE-TXN-008551,24/03/2023,CUST-0069,Christopher Capua,Waterford,F775P99,PROD-0016,Health & Beauty,124.95,4,23%,614.75,Apple Pay
IE-TXN-008552,25/09/2025,CUST-0361,Katharine Nixon,Tipperary,W24NX2P,PROD-0091,Home Decor,287.8,7,23%,2477.96,Google Pay
IE-TXN-008553,17/03/2023,CUST-0205,Mr. Russell Gloster,Antrim,A39R755,PROD-0036,Health & Beauty,83.35,5,23%,512.6,Google Pay
IE-TXN-008554,16/08/2025,CUST-0912,Brooke Thompson,Antrim,H24 CC32,PROD-0092,Groceries,294.39,5,23%,1810.5,Visa
IE-TXN-008555,28/12/2024,CUST-0613,Michael Hession,Monaghan,H80CC56,PROD-0086,Clothing,442.23,3,23%,1631.83,Revolut
IE-TXN-008556,05/09/2023,CUST-0221,Olivia Greaney,Donegal,P07 KDXX,PROD-0054,Clothing,321.83,3,23%,1187.55,Apple Pay
IE-TXN-008557,01/07/2025,CUST-0593,Dr. Joel Stenson,Longford,D41 8EYD,PROD-0055,Home Decor,161.99,7,23%,1394.73,Revolut
IE-TXN-008558,14/06/2023,CUST-0192,Dr. Dara Roden,Antrim,T200C6K,PROD-0091,Home Decor,287.8,1,23%,353.99,Revolut
IE-TXN-008559,08/09/2023,CUST-0053,Dr. Gavin Evans,Meath,C93 5ET5,PROD-0029,Groceries,102.61,1,23%,126.21,Mastercard
IE-TXN-008560,27/08/2023,CUST-0616,Siofra Skivington,Down,W76 W8XC,PROD-0007,Home Decor,176.15,3,23%,649.99,Revolut
IE-TXN-008561,09/06/2024,CUST-0251,Simone Filbin,Carlow,X79 45DK,PROD-0072,Beverages,415.86,5,23%,2557.54,Revolut
IE-TXN-008562,20/02/2023,CUST-0602,Cathy Phillips,Louth,T70 X9N9,PROD-0019,Beverages,354.21,2,23%,871.36,Google Pay
IE-TXN-008563,26/04/2023,CUST-0668,Cal Hastie,Cavan,K97 3RH7,PROD-0011,Beverages,64.59,1,23%,79.45,Visa
IE-TXN-008564,21/02/2024,CUST-0405,Declan Kennelly,Cork,H74 RV7T,PROD-0059,Home Decor,494.09,8,23%,4861.85,Revolut
IE-TXN-008565,20/04/2023,CUST-0984,Hollie Meskill,Mayo,D94 H679,PROD-0039,Home Decor,54.98,10,23%,676.25,Apple Pay
IE-TXN-008566,21/08/2025,CUST-0143,Jasmin O'Sharkey,Kerry,N44EXV1,PROD-0078,Beverages,64.25,5,23%,395.14,Revolut
IE-TXN-008567,18/11/2023,CUST-0254,Euan Reynoldson,Fermanagh,X61 1EC7,PROD-0009,Health & Beauty,68.26,3,23%,251.88,Revolut
IE-TXN-008568,28/03/2025,CUST-0984,Hollie Meskill,Mayo,D94 H679,PROD-0100,Electronics,297.43,3,23%,1097.52,Revolut
IE-TXN-008569,08/09/2025,CUST-0853,Kurtis Lavery,Galway,F07RCN0,PROD-0058,Electronics,283.69,4,23%,1395.75,Apple Pay
IE-TXN-008570,02/04/2023,CUST-0160,Chloe O'Beirne-Bowler,Kildare,Y18 PYKR,PROD-0003,Electronics,160.72,10,23%,1976.86,Revolut
IE-TXN-008571,02/09/2024,CUST-0635,Mr. Caoimhin Hoskins,Mayo,T4549WD,PROD-0096,Home Decor,360.43,5,23%,2216.64,Apple Pay
IE-TXN-008572,16/11/2025,CUST-0706,Shania Greelish,Wicklow,W31KE90,PROD-0068,Electronics,253.1,8,23%,2490.5,Revolut
IE-TXN-008573,11/12/2023,CUST-0155,Paige Cosgrove-Walshe,Galway,E07AWW2,PROD-0071,Groceries,61.33,6,23%,452.62,Apple Pay
IE-TXN-008574,25/10/2023,CUST-0553,Abbi Morrow,Roscommon,K998RDH,PROD-0084,Electronics,232.51,5,23%,1429.94,Visa
IE-TXN-008575,27/10/2025,CUST-0540,Dr. Brad Foran,Galway,E53F6NW,PROD-0025,Groceries,103.63,1,23%,127.46,Revolut
IE-TXN-008576,18/08/2023,CUST-0189,Alister McDade-Gillick,Fermanagh,P54 VNXD,PROD-0033,Health & Beauty,174.88,4,23%,860.41,Revolut
IE-TXN-008577,25/11/2025,CUST-0744,Conrad MacCartan,Monaghan,K66 9XN9,PROD-0061,Health & Beauty,112.69,4,23%,554.43,Visa
IE-TXN-008578,26/03/2023,CUST-0501,Sean-Paul MacMullen,Laois,W16A700,PROD-0001,Electronics,240.48,6,23%,1774.74,Google Pay
IE-TXN-008579,15/06/2025,CUST-0851,Garrett McCay,Mayo,D63WX1Y,PROD-0074,Electronics,293.57,7,23%,2527.64,Visa
IE-TXN-008580,02/02/2025,CUST-0921,Mr. Chris Cowley,Leitrim,V8506N4,PROD-0081,Health & Beauty,246.95,8,23%,2429.99,Google Pay
IE-TXN-008581,11/03/2025,CUST-0908,Dionne Mullarkey,Monaghan,D83T93K,PROD-0099,Groceries,214.14,9,23%,2370.53,Apple Pay
IE-TXN-008582,14/12/2024,CUST-0069,Christopher Capua,Waterford,F775P99,PROD-0075,Home Decor,61.4,2,23%,151.04,Mastercard
IE-TXN-008583,21/06/2024,CUST-0793,Curtis McCrea,Limerick,V38 033D,PROD-0017,Electronics,195.66,8,23%,1925.29,Apple Pay
IE-TXN-008584,14/12/2023,CUST-0071,Mr. Christie Woulfe,Fermanagh,D371V54,PROD-0081,Health & Beauty,246.95,8,23%,2429.99,Revolut
IE-TXN-008585,03/08/2024,CUST-0405,Declan Kennelly,Cork,H74 RV7T,PROD-0065,Home Decor,225.67,4,23%,1110.3,Visa
IE-TXN-008586,08/01/2025,CUST-0514,Mairead Barrett,Galway,D53 0246,PROD-0097,Groceries,346.24,9,23%,3832.88,Google Pay
IE-TXN-008587,09/06/2023,CUST-0634,Roberta Ternan,Louth,P7103TX,PROD-0089,Clothing,250.9,3,23%,925.82,Revolut
IE-TXN-008588,27/10/2024,CUST-0111,Christina Wren,Kildare,N39E0CP,PROD-0016,Health & Beauty,124.95,6,23%,922.13,Revolut
IE-TXN-008589,26/07/2023,CUST-0289,Alistair MacMullan,Tyrone,P39 P7ET,PROD-0026,Clothing,12.89,3,23%,47.56,Apple Pay
IE-TXN-008590,07/07/2025,CUST-0544,Taylor Duff,Londonderry,X08YCV3,PROD-0056,Home Decor,154.53,8,23%,1520.58,Visa
IE-TXN-008591,29/09/2025,CUST-0096,Enda Cosgrove,Wexford,Y10 DV5K,PROD-0012,Electronics,279.46,7,23%,2406.15,Revolut
IE-TXN-008592,28/11/2024,CUST-0114,Orlaigh Gough,Fermanagh,D89N7W9,PROD-0049,Clothing,379.57,4,23%,1867.48,Revolut
IE-TXN-008593,02/05/2023,CUST-0814,Miss Alana Berminghim,Cork,F01 Y7A7,PROD-0009,Health & Beauty,68.26,2,23%,167.92,Google Pay
IE-TXN-008594,10/01/2024,CUST-0086,Mr. Shay Kerrisk,Roscommon,V67 Y60H,PROD-0007,Home Decor,176.15,5,23%,1083.32,Google Pay
IE-TXN-008595,05/05/2025,CUST-0968,Miss Aoibhin Rodgers,Londonderry,V53Y40P,PROD-0077,Home Decor,44.18,7,23%,380.39,Revolut
IE-TXN-008596,20/11/2025,CUST-0700,Micheal MacCormack,Carlow,W674899,PROD-0017,Electronics,195.66,1,23%,240.66,Revolut
IE-TXN-008597,24/11/2024,CUST-0349,Eugene Dunning,Fermanagh,H193VHA,PROD-0064,Beverages,318.75,4,23%,1568.25,Revolut
IE-TXN-008598,06/04/2023,CUST-0283,Dr. Robyn Greally,Meath,X1324W3,PROD-0046,Health & Beauty,388.49,3,23%,1433.53,Google Pay
IE-TXN-008599,17/04/2024,CUST-0344,Janet Carbery-Geraghty,Westmeath,F78KF6Y,PROD-0020,Groceries,382.5,4,23%,1881.9,Mastercard
IE-TXN-008600,29/07/2023,CUST-0040,Clifford Dineen-Munnelly,Donegal,E64 9TT9,PROD-0062,Groceries,326.68,10,23%,4018.16,Apple Pay
IE-TXN-008601,17/11/2023,CUST-0074,Charlotte Phayre,Cork,P0590AK,PROD-0097,Groceries,346.24,1,23%,425.88,Mastercard
IE-TXN-008602,09/03/2025,CUST-0475,Kealan Crangle,Londonderry,H89DAHE,PROD-0059,Home Decor,494.09,4,23%,2430.92,Google Pay
IE-TXN-008603,28/03/2024,CUST-0171,Ryan Mullins,Mayo,H91KVTF,PROD-0009,Health & Beauty,68.26,8,23%,671.68,Apple Pay
IE-TXN-008604,14/01/2023,CUST-0576,Nicola Hoskins,Offaly,A31NWC0,PROD-0058,Electronics,283.69,5,23%,1744.69,Google Pay
IE-TXN-008605,07/02/2023,CUST-0083,Keri O'Casey,Offaly,E41 6Y8Y,PROD-0096,Home Decor,360.43,8,23%,3546.63,Revolut
IE-TXN-008606,02/06/2024,CUST-0360,Mrs. Emma-Louise Dalton,Kilkenny,C66 40R1,PROD-0081,Health & Beauty,246.95,10,23%,3037.49,Mastercard
IE-TXN-008607,02/02/2024,CUST-0619,Jason Spain,Roscommon,X98 XAWV,PROD-0001,Electronics,240.48,3,23%,887.37,Revolut
IE-TXN-008608,10/01/2023,CUST-0289,Alistair MacMullan,Tyrone,P39 P7ET,PROD-0058,Electronics,283.69,1,23%,348.94,Mastercard
IE-TXN-008609,17/03/2025,CUST-0504,Antoin Fitzgibbon,Kilkenny,D7250TV,PROD-0038,Health & Beauty,472.98,7,23%,4072.36,Apple Pay
IE-TXN-008610,17/05/2025,CUST-0308,Liam Lester-Hastey,Donegal,K145X8H,PROD-0050,Clothing,51.94,5,23%,319.43,Revolut
IE-TXN-008611,08/04/2023,CUST-0670,Aedan McConaghy,Kerry,D715DE3,PROD-0052,Groceries,309.93,6,23%,2287.28,Visa
IE-TXN-008612,29/02/2024,CUST-0094,Dr. Teresa McKiernan,Kilkenny,W34 496Y,PROD-0092,Groceries,294.39,7,23%,2534.7,Revolut
IE-TXN-008613,18/08/2025,CUST-0752,Dr. Macauley O'Farrelly,Kildare,W63 3AY7,PROD-0002,Beverages,360.91,9,23%,3995.27,Mastercard
IE-TXN-008614,23/02/2023,CUST-0462,Mr. Andrew Stoices,Cavan,K753VVW,PROD-0092,Groceries,294.39,10,23%,3621.0,Visa
IE-TXN-008615,05/10/2025,CUST-0261,Zach McKenna-Banville,Laois,X35CDA7,PROD-0055,Home Decor,161.99,9,23%,1793.23,Mastercard
IE-TXN-008616,14/09/2024,CUST-0662,Victoria Gavigan,Mayo,W043NTN,PROD-0098,Clothing,75.39,2,23%,185.46,Revolut
IE-TXN-008617,20/03/2023,CUST-0959,Catriona Philban,Dublin,C79 Y9NP,PROD-0011,Beverages,64.59,5,23%,397.23,Apple Pay
IE-TXN-008618,08/07/2023,CUST-0698,Jena Colum,Tipperary,K84YPVC,PROD-0063,Home Decor,91.48,7,23%,787.64,Apple Pay
IE-TXN-008619,01/09/2025,CUST-0974,Hannah Donnellan,Westmeath,D09 6X9Y,PROD-0090,Clothing,292.4,8,23%,2877.22,Visa
IE-TXN-008620,03/02/2025,CUST-0233,Tyrone McGillicuddy,Armagh,C856HFC,PROD-0081,Health & Beauty,246.95,4,23%,1214.99,Apple Pay
IE-TXN-008621,30/11/2025,CUST-0874,Gary Whyte,Antrim,C32 A9XR,PROD-0025,Groceries,103.63,8,23%,1019.72,Mastercard
IE-TXN-008622,22/12/2023,CUST-0514,Mairead Barrett,Galway,D53 0246,PROD-0080,Groceries,134.08,7,23%,1154.43,Google Pay
IE-TXN-008623,24/07/2023,CUST-0686,Tammy Foody,Londonderry,D15 63HH,PROD-0070,Beverages,448.15,8,23%,4409.8,Apple Pay
IE-TXN-008624,23/12/2023,CUST-0981,Ms. Nicola Fennell,Offaly,V35DWAD,PROD-0068,Electronics,253.1,8,23%,2490.5,Revolut
IE-TXN-008625,09/11/2023,CUST-0595,Suzanne Boland,Limerick,C32V7T5,PROD-0084,Electronics,232.51,4,23%,1143.95,Google Pay
IE-TXN-008626,12/10/2023,CUST-0122,Ross Kerlin,Offaly,R7942VR,PROD-0040,Home Decor,260.71,9,23%,2886.06,Google Pay
IE-TXN-008627,10/06/2023,CUST-0959,Catriona Philban,Dublin,C79 Y9NP,PROD-0065,Home Decor,225.67,8,23%,2220.59,Mastercard
IE-TXN-008628,28/05/2023,CUST-0782,Natalie Renehan,Louth,Y43 962D,PROD-0096,Home Decor,360.43,6,23%,2659.97,Visa
IE-TXN-008629,07/06/2023,CUST-0578,Damien McKeogh,Tyrone,P39 FN37,PROD-0092,Groceries,294.39,5,23%,1810.5,Apple Pay
IE-TXN-008630,10/10/2023,CUST-0021,Ms. Claudia McCafferky,Westmeath,R39H20V,PROD-0009,Health & Beauty,68.26,7,23%,587.72,Revolut
IE-TXN-008631,28/01/2023,CUST-0369,Dr. Caleb Cadden,Roscommon,F74 777Y,PROD-0026,Clothing,12.89,10,23%,158.55,Revolut
IE-TXN-008632,14/06/2023,CUST-0462,Mr. Andrew Stoices,Cavan,K753VVW,PROD-0026,Clothing,12.89,9,23%,142.69,Google Pay
IE-TXN-008633,30/11/2024,CUST-0557,Isaac Boylan,Louth,W41 R9AX,PROD-0082,Home Decor,330.88,5,23%,2034.91,Revolut
IE-TXN-008634,15/06/2024,CUST-0305,David Dever,Dublin,K75F49F,PROD-0023,Clothing,368.12,4,23%,1811.15,Google Pay
IE-TXN-008635,23/07/2024,CUST-0569,Mrs. Adele Cassin,Roscommon,E99N880,PROD-0069,Home Decor,198.83,4,23%,978.24,Mastercard
IE-TXN-008636,13/04/2024,CUST-0129,Rian Canning,Dublin,A04 HXNC,PROD-0086,Clothing,442.23,5,23%,2719.71,Revolut
IE-TXN-008637,10/09/2024,CUST-0532,Rachel Coffey,Down,E70XRTH,PROD-0032,Electronics,9.19,3,23%,33.91,Revolut
IE-TXN-008638,10/01/2025,CUST-0422,Caomhan McKeon,Kerry,E98 YFEE,PROD-0041,Health & Beauty,73.36,7,23%,631.63,Mastercard
IE-TXN-008639,26/07/2024,CUST-0398,Nuala Magann,Waterford,H99 44V5,PROD-0016,Health & Beauty,124.95,7,23%,1075.82,Mastercard
IE-TXN-008640,12/04/2023,CUST-0691,Dr. Annie MacDougall,Kerry,X600PE7,PROD-0023,Clothing,368.12,8,23%,3622.3,Apple Pay
IE-TXN-008641,09/01/2025,CUST-0179,Nadine Kildea,Longford,W75K0DR,PROD-0048,Home Decor,90.34,3,23%,333.35,Revolut
IE-TXN-008642,27/12/2023,CUST-0428,Charis Berry,Westmeath,E53D803,PROD-0024,Health & Beauty,95.77,4,23%,471.19,Apple Pay
IE-TXN-008643,15/04/2024,CUST-0823,Frances Kerlin,Dublin,D34 8X13,PROD-0051,Groceries,464.13,2,23%,1141.76,Google Pay
IE-TXN-008644,19/08/2025,CUST-0574,Kelly Dunny,Londonderry,W1183CV,PROD-0081,Health & Beauty,246.95,4,23%,1214.99,Revolut
IE-TXN-008645,27/02/2025,CUST-0598,Erica Leydon-Barnes,Sligo,N51DA2P,PROD-0078,Beverages,64.25,8,23%,632.22,Mastercard
IE-TXN-008646,23/11/2025,CUST-0429,Dr. Michelle Devlin,Galway,P83 92D6,PROD-0020,Groceries,382.5,7,23%,3293.32,Mastercard
IE-TXN-008647,07/09/2024,CUST-0766,Kurt Connolly,Down,V375VYT,PROD-0044,Electronics,333.0,4,23%,1638.36,Apple Pay
IE-TXN-008648,29/05/2025,CUST-0768,Ruari Curtin,Longford,D23 5507,PROD-0061,Health & Beauty,112.69,6,23%,831.65,Apple Pay
IE-TXN-008649,01/01/2023,CUST-0813,Rhys Canning,Monaghan,E43 AV3X,PROD-0097,Groceries,346.24,1,23%,425.88,Visa
IE-TXN-008650,17/02/2024,CUST-0883,Ms. Therese Costelloe,Clare,R7547RY,PROD-0015,Clothing,244.23,9,23%,2703.63,Revolut
IE-TXN-008651,26/07/2025,CUST-0642,Cathal Hahessy,Roscommon,Y82 4WC2,PROD-0090,Clothing,292.4,1,23%,359.65,Apple Pay
IE-TXN-008652,06/01/2023,CUST-0304,Megan Greaney,Monaghan,W43 1N73,PROD-0085,Health & Beauty,339.68,8,23%,3342.45,Apple Pay
IE-TXN-008653,05/11/2024,CUST-0267,Emily Lynchehaun-Finneran,Waterford,R954ETV,PROD-0062,Groceries,326.68,7,23%,2812.71,Google Pay
IE-TXN-008654,30/01/2025,CUST-0529,Heather Fannon,Limerick,V99WV89,PROD-0041,Health & Beauty,73.36,1,23%,90.23,Visa
IE-TXN-008655,18/08/2023,CUST-0064,Joseph Morley-O'Sheehan,Laois,N35 PE75,PROD-0058,Electronics,283.69,2,23%,697.88,Apple Pay
IE-TXN-008656,08/12/2023,CUST-0085,Dr. Desmond MacGing,Carlow,P27KWH9,PROD-0094,Groceries,143.47,7,23%,1235.28,Apple Pay
IE-TXN-008657,16/03/2024,CUST-0824,Antoinette Padden,Meath,N64 70K6,PROD-0037,Clothing,91.4,9,23%,1011.8,Google Pay
IE-TXN-008658,02/11/2023,CUST-0962,Lydia Dowd,Longford,X79969A,PROD-0054,Clothing,321.83,3,23%,1187.55,Mastercard
IE-TXN-008659,17/12/2025,CUST-0771,Dr. Jacob Frances,Galway,P24725E,PROD-0013,Beverages,202.12,10,23%,2486.08,Google Pay
IE-TXN-008660,30/10/2024,CUST-0988,Lois Cagney-Murphy,Donegal,W65K5CC,PROD-0086,Clothing,442.23,8,23%,4351.54,Mastercard
IE-TXN-008661,17/05/2024,CUST-0059,Amber Gray,Kildare,P5864WR,PROD-0098,Clothing,75.39,5,23%,463.65,Revolut
IE-TXN-008662,22/10/2025,CUST-0334,Graham Garde,Offaly,K00 94W8,PROD-0006,Groceries,338.03,5,23%,2078.88,Visa
IE-TXN-008663,26/07/2025,CUST-0938,Mr. Reece Hennigan,Antrim,H85EX3A,PROD-0051,Groceries,464.13,2,23%,1141.76,Google Pay
IE-TXN-008664,23/02/2024,CUST-0302,Kirsten Finn,Clare,A243508,PROD-0013,Beverages,202.12,5,23%,1243.04,Mastercard
